"subj" "activity" "feature" "value"
29 "WALKING_UPSTAIRS" "fBodyAccJerk-mean-Z" -0.6462
30 "WALKING_UPSTAIRS" "fBodyAccJerk-mean-Z" -0.7378
1 "LAYING" "fBodyAccJerk-std-X" -0.9642
2 "LAYING" "fBodyAccJerk-std-X" -0.9873
3 "LAYING" "fBodyAccJerk-std-X" -0.9831
4 "LAYING" "fBodyAccJerk-std-X" -0.9801
5 "LAYING" "fBodyAccJerk-std-X" -0.9856
6 "LAYING" "fBodyAccJerk-std-X" -0.9686
7 "LAYING" "fBodyAccJerk-std-X" -0.9836
8 "LAYING" "fBodyAccJerk-std-X" -0.976
9 "LAYING" "fBodyAccJerk-std-X" -0.9686
10 "LAYING" "fBodyAccJerk-std-X" -0.9789
11 "LAYING" "fBodyAccJerk-std-X" -0.9871
12 "LAYING" "fBodyAccJerk-std-X" -0.9728
13 "LAYING" "fBodyAccJerk-std-X" -0.9871
14 "LAYING" "fBodyAccJerk-std-X" -0.9735
15 "LAYING" "fBodyAccJerk-std-X" -0.9839
16 "LAYING" "fBodyAccJerk-std-X" -0.9893
17 "LAYING" "fBodyAccJerk-std-X" -0.9832
18 "LAYING" "fBodyAccJerk-std-X" -0.9866
19 "LAYING" "fBodyAccJerk-std-X" -0.9853
20 "LAYING" "fBodyAccJerk-std-X" -0.9862
21 "LAYING" "fBodyAccJerk-std-X" -0.9871
22 "LAYING" "fBodyAccJerk-std-X" -0.9741
23 "LAYING" "fBodyAccJerk-std-X" -0.9878
24 "LAYING" "fBodyAccJerk-std-X" -0.9881
25 "LAYING" "fBodyAccJerk-std-X" -0.9764
26 "LAYING" "fBodyAccJerk-std-X" -0.9904
27 "LAYING" "fBodyAccJerk-std-X" -0.9875
28 "LAYING" "fBodyAccJerk-std-X" -0.9822
29 "LAYING" "fBodyAccJerk-std-X" -0.9925
30 "LAYING" "fBodyAccJerk-std-X" -0.9804
1 "SITTING" "fBodyAccJerk-std-X" -0.9875
2 "SITTING" "fBodyAccJerk-std-X" -0.9895
3 "SITTING" "fBodyAccJerk-std-X" -0.9763
4 "SITTING" "fBodyAccJerk-std-X" -0.9788
5 "SITTING" "fBodyAccJerk-std-X" -0.9765
6 "SITTING" "fBodyAccJerk-std-X" -0.9715
7 "SITTING" "fBodyAccJerk-std-X" -0.984
8 "SITTING" "fBodyAccJerk-std-X" -0.9869
9 "SITTING" "fBodyAccJerk-std-X" -0.9667
10 "SITTING" "fBodyAccJerk-std-X" -0.9896
11 "SITTING" "fBodyAccJerk-std-X" -0.9816
12 "SITTING" "fBodyAccJerk-std-X" -0.978
13 "SITTING" "fBodyAccJerk-std-X" -0.9937
14 "SITTING" "fBodyAccJerk-std-X" -0.9819
15 "SITTING" "fBodyAccJerk-std-X" -0.9893
16 "SITTING" "fBodyAccJerk-std-X" -0.9916
17 "SITTING" "fBodyAccJerk-std-X" -0.9946
18 "SITTING" "fBodyAccJerk-std-X" -0.992
19 "SITTING" "fBodyAccJerk-std-X" -0.9886
20 "SITTING" "fBodyAccJerk-std-X" -0.9836
21 "SITTING" "fBodyAccJerk-std-X" -0.99
22 "SITTING" "fBodyAccJerk-std-X" -0.9843
23 "SITTING" "fBodyAccJerk-std-X" -0.986
24 "SITTING" "fBodyAccJerk-std-X" -0.9893
25 "SITTING" "fBodyAccJerk-std-X" -0.9928
26 "SITTING" "fBodyAccJerk-std-X" -0.9933
27 "SITTING" "fBodyAccJerk-std-X" -0.9913
28 "SITTING" "fBodyAccJerk-std-X" -0.9778
29 "SITTING" "fBodyAccJerk-std-X" -0.9942
30 "SITTING" "fBodyAccJerk-std-X" -0.99
1 "STANDING" "fBodyAccJerk-std-X" -0.9951
2 "STANDING" "fBodyAccJerk-std-X" -0.983
3 "STANDING" "fBodyAccJerk-std-X" -0.9606
4 "STANDING" "fBodyAccJerk-std-X" -0.9757
5 "STANDING" "fBodyAccJerk-std-X" -0.9658
6 "STANDING" "fBodyAccJerk-std-X" -0.9752
7 "STANDING" "fBodyAccJerk-std-X" -0.9787
8 "STANDING" "fBodyAccJerk-std-X" -0.9904
9 "STANDING" "fBodyAccJerk-std-X" -0.9713
10 "STANDING" "fBodyAccJerk-std-X" -0.9686
11 "STANDING" "fBodyAccJerk-std-X" -0.9934
12 "STANDING" "fBodyAccJerk-std-X" -0.9756
13 "STANDING" "fBodyAccJerk-std-X" -0.9882
14 "STANDING" "fBodyAccJerk-std-X" -0.9804
15 "STANDING" "fBodyAccJerk-std-X" -0.9869
16 "STANDING" "fBodyAccJerk-std-X" -0.9918
17 "STANDING" "fBodyAccJerk-std-X" -0.9928
18 "STANDING" "fBodyAccJerk-std-X" -0.9903
19 "STANDING" "fBodyAccJerk-std-X" -0.9859
20 "STANDING" "fBodyAccJerk-std-X" -0.9631
21 "STANDING" "fBodyAccJerk-std-X" -0.9795
22 "STANDING" "fBodyAccJerk-std-X" -0.9788
23 "STANDING" "fBodyAccJerk-std-X" -0.9845
24 "STANDING" "fBodyAccJerk-std-X" -0.9817
25 "STANDING" "fBodyAccJerk-std-X" -0.9893
26 "STANDING" "fBodyAccJerk-std-X" -0.9913
27 "STANDING" "fBodyAccJerk-std-X" -0.9886
28 "STANDING" "fBodyAccJerk-std-X" -0.9717
29 "STANDING" "fBodyAccJerk-std-X" -0.9941
30 "STANDING" "fBodyAccJerk-std-X" -0.9722
1 "WALKING" "fBodyAccJerk-std-X" -0.1336
2 "WALKING" "fBodyAccJerk-std-X" -0.3143
3 "WALKING" "fBodyAccJerk-std-X" -0.2966
4 "WALKING" "fBodyAccJerk-std-X" -0.2973
5 "WALKING" "fBodyAccJerk-std-X" -0.3214
6 "WALKING" "fBodyAccJerk-std-X" -0.1927
7 "WALKING" "fBodyAccJerk-std-X" -0.3653
8 "WALKING" "fBodyAccJerk-std-X" -0.2714
9 "WALKING" "fBodyAccJerk-std-X" -0.1702
10 "WALKING" "fBodyAccJerk-std-X" -0.0792
11 "WALKING" "fBodyAccJerk-std-X" -0.4539
12 "WALKING" "fBodyAccJerk-std-X" -0.0311
13 "WALKING" "fBodyAccJerk-std-X" -0.2197
14 "WALKING" "fBodyAccJerk-std-X" -0.4848
15 "WALKING" "fBodyAccJerk-std-X" -0.4115
16 "WALKING" "fBodyAccJerk-std-X" -0.4029
17 "WALKING" "fBodyAccJerk-std-X" -0.3439
18 "WALKING" "fBodyAccJerk-std-X" -0.376
19 "WALKING" "fBodyAccJerk-std-X" 0.0908
20 "WALKING" "fBodyAccJerk-std-X" -0.1222
21 "WALKING" "fBodyAccJerk-std-X" -0.1074
22 "WALKING" "fBodyAccJerk-std-X" 0.018
23 "WALKING" "fBodyAccJerk-std-X" -0.2352
24 "WALKING" "fBodyAccJerk-std-X" -0.5076
25 "WALKING" "fBodyAccJerk-std-X" -0.6241
26 "WALKING" "fBodyAccJerk-std-X" -0.3511
27 "WALKING" "fBodyAccJerk-std-X" -0.3466
28 "WALKING" "fBodyAccJerk-std-X" -0.3671
29 "WALKING" "fBodyAccJerk-std-X" -0.3073
30 "WALKING" "fBodyAccJerk-std-X" -0.4151
1 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-X" -0.0863
2 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-X" 0.05
3 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-X" -0.1654
4 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-X" -0.2083
5 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-X" 0.0111
6 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-X" 0.0887
7 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-X" -0.0043
8 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-X" 0.1727
9 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-X" 0.0094
10 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-X" 0.1569
11 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-X" -0.1283
12 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-X" -0.0723
13 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-X" -0.1147
14 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-X" -0.0302
15 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-X" 0.1081
16 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-X" -0.1257
17 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-X" -0.0719
18 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-X" -0.4161
19 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-X" 0.4768
20 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-X" -0.1473
21 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-X" -0.0464
22 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-X" 0.0405
23 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-X" 0.082
24 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-X" -0.3559
25 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-X" -0.5222
26 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-X" -0.1308
27 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-X" -0.0523
28 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-X" -0.098
29 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-X" -0.0986
30 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-X" -0.2898
1 "WALKING_UPSTAIRS" "fBodyAccJerk-std-X" -0.4619
2 "WALKING_UPSTAIRS" "fBodyAccJerk-std-X" -0.3654
3 "WALKING_UPSTAIRS" "fBodyAccJerk-std-X" -0.4864
4 "WALKING_UPSTAIRS" "fBodyAccJerk-std-X" -0.3968
5 "WALKING_UPSTAIRS" "fBodyAccJerk-std-X" -0.2253
6 "WALKING_UPSTAIRS" "fBodyAccJerk-std-X" -0.1868
7 "WALKING_UPSTAIRS" "fBodyAccJerk-std-X" -0.427
8 "WALKING_UPSTAIRS" "fBodyAccJerk-std-X" -0.2473
9 "WALKING_UPSTAIRS" "fBodyAccJerk-std-X" -0.3274
10 "WALKING_UPSTAIRS" "fBodyAccJerk-std-X" -0.2476
11 "WALKING_UPSTAIRS" "fBodyAccJerk-std-X" -0.4583
12 "WALKING_UPSTAIRS" "fBodyAccJerk-std-X" -0.3906
13 "WALKING_UPSTAIRS" "fBodyAccJerk-std-X" -0.5143
14 "WALKING_UPSTAIRS" "fBodyAccJerk-std-X" -0.411
15 "WALKING_UPSTAIRS" "fBodyAccJerk-std-X" -0.2072
16 "WALKING_UPSTAIRS" "fBodyAccJerk-std-X" -0.5381
17 "WALKING_UPSTAIRS" "fBodyAccJerk-std-X" -0.2872
18 "WALKING_UPSTAIRS" "fBodyAccJerk-std-X" -0.5753
19 "WALKING_UPSTAIRS" "fBodyAccJerk-std-X" -0.2173
20 "WALKING_UPSTAIRS" "fBodyAccJerk-std-X" -0.1871
21 "WALKING_UPSTAIRS" "fBodyAccJerk-std-X" -0.463
22 "WALKING_UPSTAIRS" "fBodyAccJerk-std-X" -0.0678
23 "WALKING_UPSTAIRS" "fBodyAccJerk-std-X" -0.4249
24 "WALKING_UPSTAIRS" "fBodyAccJerk-std-X" -0.5271
25 "WALKING_UPSTAIRS" "fBodyAccJerk-std-X" -0.6902
26 "WALKING_UPSTAIRS" "fBodyAccJerk-std-X" -0.3421
27 "WALKING_UPSTAIRS" "fBodyAccJerk-std-X" -0.4789
28 "WALKING_UPSTAIRS" "fBodyAccJerk-std-X" -0.3703
29 "WALKING_UPSTAIRS" "fBodyAccJerk-std-X" -0.2114
30 "WALKING_UPSTAIRS" "fBodyAccJerk-std-X" -0.5616
1 "LAYING" "fBodyAccJerk-std-Y" -0.9322
2 "LAYING" "fBodyAccJerk-std-Y" -0.985
3 "LAYING" "fBodyAccJerk-std-Y" -0.971
4 "LAYING" "fBodyAccJerk-std-Y" -0.9444
5 "LAYING" "fBodyAccJerk-std-Y" -0.9662
6 "LAYING" "fBodyAccJerk-std-Y" -0.9357
7 "LAYING" "fBodyAccJerk-std-Y" -0.9759
8 "LAYING" "fBodyAccJerk-std-Y" -0.9792
9 "LAYING" "fBodyAccJerk-std-Y" -0.9666
10 "LAYING" "fBodyAccJerk-std-Y" -0.9681
11 "LAYING" "fBodyAccJerk-std-Y" -0.9735
12 "LAYING" "fBodyAccJerk-std-Y" -0.9647
13 "LAYING" "fBodyAccJerk-std-Y" -0.9814
14 "LAYING" "fBodyAccJerk-std-Y" -0.9691
15 "LAYING" "fBodyAccJerk-std-Y" -0.9732
16 "LAYING" "fBodyAccJerk-std-Y" -0.9862
17 "LAYING" "fBodyAccJerk-std-Y" -0.9783
18 "LAYING" "fBodyAccJerk-std-Y" -0.9862
19 "LAYING" "fBodyAccJerk-std-Y" -0.976
20 "LAYING" "fBodyAccJerk-std-Y" -0.9785
21 "LAYING" "fBodyAccJerk-std-Y" -0.9732
22 "LAYING" "fBodyAccJerk-std-Y" -0.959
23 "LAYING" "fBodyAccJerk-std-Y" -0.99
24 "LAYING" "fBodyAccJerk-std-Y" -0.9841
25 "LAYING" "fBodyAccJerk-std-Y" -0.9484
26 "LAYING" "fBodyAccJerk-std-Y" -0.9882
27 "LAYING" "fBodyAccJerk-std-Y" -0.9861
28 "LAYING" "fBodyAccJerk-std-Y" -0.9811
29 "LAYING" "fBodyAccJerk-std-Y" -0.9905
30 "LAYING" "fBodyAccJerk-std-Y" -0.9724
1 "SITTING" "fBodyAccJerk-std-Y" -0.9825
2 "SITTING" "fBodyAccJerk-std-Y" -0.9808
3 "SITTING" "fBodyAccJerk-std-Y" -0.9565
4 "SITTING" "fBodyAccJerk-std-Y" -0.9493
5 "SITTING" "fBodyAccJerk-std-Y" -0.9545
6 "SITTING" "fBodyAccJerk-std-Y" -0.9469
7 "SITTING" "fBodyAccJerk-std-Y" -0.9718
8 "SITTING" "fBodyAccJerk-std-Y" -0.983
9 "SITTING" "fBodyAccJerk-std-Y" -0.9585
10 "SITTING" "fBodyAccJerk-std-Y" -0.982
11 "SITTING" "fBodyAccJerk-std-Y" -0.9684
12 "SITTING" "fBodyAccJerk-std-Y" -0.9665
13 "SITTING" "fBodyAccJerk-std-Y" -0.9859
14 "SITTING" "fBodyAccJerk-std-Y" -0.9689
15 "SITTING" "fBodyAccJerk-std-Y" -0.9797
16 "SITTING" "fBodyAccJerk-std-Y" -0.9832
17 "SITTING" "fBodyAccJerk-std-Y" -0.9899
18 "SITTING" "fBodyAccJerk-std-Y" -0.9857
19 "SITTING" "fBodyAccJerk-std-Y" -0.981
20 "SITTING" "fBodyAccJerk-std-Y" -0.9728
21 "SITTING" "fBodyAccJerk-std-Y" -0.9803
22 "SITTING" "fBodyAccJerk-std-Y" -0.9698
23 "SITTING" "fBodyAccJerk-std-Y" -0.9796
24 "SITTING" "fBodyAccJerk-std-Y" -0.9816
25 "SITTING" "fBodyAccJerk-std-Y" -0.9841
26 "SITTING" "fBodyAccJerk-std-Y" -0.9878
27 "SITTING" "fBodyAccJerk-std-Y" -0.9861
28 "SITTING" "fBodyAccJerk-std-Y" -0.964
29 "SITTING" "fBodyAccJerk-std-Y" -0.9855
30 "SITTING" "fBodyAccJerk-std-Y" -0.9819
1 "STANDING" "fBodyAccJerk-std-Y" -0.987
2 "STANDING" "fBodyAccJerk-std-Y" -0.9735
3 "STANDING" "fBodyAccJerk-std-Y" -0.9439
4 "STANDING" "fBodyAccJerk-std-Y" -0.9441
5 "STANDING" "fBodyAccJerk-std-Y" -0.9362
6 "STANDING" "fBodyAccJerk-std-Y" -0.9507
7 "STANDING" "fBodyAccJerk-std-Y" -0.9669
8 "STANDING" "fBodyAccJerk-std-Y" -0.9786
9 "STANDING" "fBodyAccJerk-std-Y" -0.9682
10 "STANDING" "fBodyAccJerk-std-Y" -0.9448
11 "STANDING" "fBodyAccJerk-std-Y" -0.9812
12 "STANDING" "fBodyAccJerk-std-Y" -0.9567
13 "STANDING" "fBodyAccJerk-std-Y" -0.9794
14 "STANDING" "fBodyAccJerk-std-Y" -0.9678
15 "STANDING" "fBodyAccJerk-std-Y" -0.9699
16 "STANDING" "fBodyAccJerk-std-Y" -0.9842
17 "STANDING" "fBodyAccJerk-std-Y" -0.9882
18 "STANDING" "fBodyAccJerk-std-Y" -0.9772
19 "STANDING" "fBodyAccJerk-std-Y" -0.9736
20 "STANDING" "fBodyAccJerk-std-Y" -0.9405
21 "STANDING" "fBodyAccJerk-std-Y" -0.966
22 "STANDING" "fBodyAccJerk-std-Y" -0.9562
23 "STANDING" "fBodyAccJerk-std-Y" -0.9772
24 "STANDING" "fBodyAccJerk-std-Y" -0.9702
25 "STANDING" "fBodyAccJerk-std-Y" -0.974
26 "STANDING" "fBodyAccJerk-std-Y" -0.9774
27 "STANDING" "fBodyAccJerk-std-Y" -0.9776
28 "STANDING" "fBodyAccJerk-std-Y" -0.937
29 "STANDING" "fBodyAccJerk-std-Y" -0.9848
30 "STANDING" "fBodyAccJerk-std-Y" -0.9604
1 "WALKING" "fBodyAccJerk-std-Y" 0.1067
2 "WALKING" "fBodyAccJerk-std-Y" -0.0153
3 "WALKING" "fBodyAccJerk-std-Y" -0.0056
4 "WALKING" "fBodyAccJerk-std-Y" -0.2099
5 "WALKING" "fBodyAccJerk-std-Y" -0.0545
6 "WALKING" "fBodyAccJerk-std-Y" 0.0314
7 "WALKING" "fBodyAccJerk-std-Y" -0.0432
8 "WALKING" "fBodyAccJerk-std-Y" 0.3159
9 "WALKING" "fBodyAccJerk-std-Y" -0.2284
10 "WALKING" "fBodyAccJerk-std-Y" 0.0485
11 "WALKING" "fBodyAccJerk-std-Y" -0.1702
12 "WALKING" "fBodyAccJerk-std-Y" -0.0941
13 "WALKING" "fBodyAccJerk-std-Y" 0.0947
14 "WALKING" "fBodyAccJerk-std-Y" -0.3535
15 "WALKING" "fBodyAccJerk-std-Y" -0.0607
16 "WALKING" "fBodyAccJerk-std-Y" -0.4336
17 "WALKING" "fBodyAccJerk-std-Y" -0.047
18 "WALKING" "fBodyAccJerk-std-Y" -0.3203
19 "WALKING" "fBodyAccJerk-std-Y" 0.0854
20 "WALKING" "fBodyAccJerk-std-Y" 0.2556
21 "WALKING" "fBodyAccJerk-std-Y" -0.0148
22 "WALKING" "fBodyAccJerk-std-Y" 0.2134
23 "WALKING" "fBodyAccJerk-std-Y" -0.061
24 "WALKING" "fBodyAccJerk-std-Y" -0.2944
25 "WALKING" "fBodyAccJerk-std-Y" -0.3678
26 "WALKING" "fBodyAccJerk-std-Y" -0.272
27 "WALKING" "fBodyAccJerk-std-Y" -0.0655
28 "WALKING" "fBodyAccJerk-std-Y" -0.1918
29 "WALKING" "fBodyAccJerk-std-Y" -0.155
30 "WALKING" "fBodyAccJerk-std-Y" -0.2895
1 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Y" -0.1346
2 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Y" 0.0808
3 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Y" -0.1477
4 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Y" -0.1772
5 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Y" 0.0902
6 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Y" 0.3412
7 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Y" -0.3244
8 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Y" 0.2739
9 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Y" -0.356
10 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Y" -0.1534
11 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Y" -0.1304
12 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Y" 0.0515
13 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Y" -0.1418
14 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Y" 0.1387
15 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Y" -0.0072
16 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Y" -0.2815
17 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Y" -0.2989
18 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Y" -0.4645
19 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Y" 0.3498
20 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Y" 0.2931
21 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Y" -0.1132
22 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Y" -0.027
23 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Y" -0.1777
24 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Y" -0.1636
25 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Y" -0.3657
26 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Y" -0.0615
27 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Y" -0.1632
28 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Y" -0.0018
29 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Y" -0.1204
30 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std-Y" -0.2174
1 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Y" -0.3818
2 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Y" -0.2436
3 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Y" -0.2682
4 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Y" -0.3145
5 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Y" -0.1053
6 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Y" -0.017
7 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Y" -0.5342
8 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Y" -0.0701
9 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Y" -0.5901
10 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Y" -0.2028
11 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Y" -0.4373
12 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Y" -0.3359
13 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Y" -0.3194
14 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Y" -0.3716
15 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Y" -0.3304
16 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Y" -0.4171
17 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Y" -0.3651
18 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Y" -0.5855
19 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Y" -0.0132
20 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Y" -0.255
21 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Y" -0.2613
22 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Y" -0.1061
23 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Y" -0.3809
24 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Y" -0.5358
25 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Y" -0.6381
26 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Y" -0.4201
27 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Y" -0.4501
28 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Y" -0.349
29 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Y" -0.4086
30 "WALKING_UPSTAIRS" "fBodyAccJerk-std-Y" -0.6108
1 "LAYING" "fBodyAccJerk-std-Z" -0.9606
2 "LAYING" "fBodyAccJerk-std-Z" -0.9893
3 "LAYING" "fBodyAccJerk-std-Z" -0.9837
4 "LAYING" "fBodyAccJerk-std-Z" -0.9803
5 "LAYING" "fBodyAccJerk-std-Z" -0.9861
6 "LAYING" "fBodyAccJerk-std-Z" -0.9636
7 "LAYING" "fBodyAccJerk-std-Z" -0.9751
8 "LAYING" "fBodyAccJerk-std-Z" -0.9687
9 "LAYING" "fBodyAccJerk-std-Z" -0.9597
10 "LAYING" "fBodyAccJerk-std-Z" -0.9786
11 "LAYING" "fBodyAccJerk-std-Z" -0.9833
12 "LAYING" "fBodyAccJerk-std-Z" -0.9727
13 "LAYING" "fBodyAccJerk-std-Z" -0.9837
14 "LAYING" "fBodyAccJerk-std-Z" -0.9749
15 "LAYING" "fBodyAccJerk-std-Z" -0.9807
16 "LAYING" "fBodyAccJerk-std-Z" -0.9883
17 "LAYING" "fBodyAccJerk-std-Z" -0.9839
18 "LAYING" "fBodyAccJerk-std-Z" -0.9907
19 "LAYING" "fBodyAccJerk-std-Z" -0.9886
20 "LAYING" "fBodyAccJerk-std-Z" -0.9857
21 "LAYING" "fBodyAccJerk-std-Z" -0.9849
22 "LAYING" "fBodyAccJerk-std-Z" -0.9768
23 "LAYING" "fBodyAccJerk-std-Z" -0.9855
24 "LAYING" "fBodyAccJerk-std-Z" -0.9832
25 "LAYING" "fBodyAccJerk-std-Z" -0.9719
26 "LAYING" "fBodyAccJerk-std-Z" -0.9894
27 "LAYING" "fBodyAccJerk-std-Z" -0.9899
28 "LAYING" "fBodyAccJerk-std-Z" -0.9745
29 "LAYING" "fBodyAccJerk-std-Z" -0.9931
30 "LAYING" "fBodyAccJerk-std-Z" -0.9823
1 "SITTING" "fBodyAccJerk-std-Z" -0.9883
2 "SITTING" "fBodyAccJerk-std-Z" -0.9886
3 "SITTING" "fBodyAccJerk-std-Z" -0.9772
4 "SITTING" "fBodyAccJerk-std-Z" -0.9817
5 "SITTING" "fBodyAccJerk-std-Z" -0.976
6 "SITTING" "fBodyAccJerk-std-Z" -0.9616
7 "SITTING" "fBodyAccJerk-std-Z" -0.9747
8 "SITTING" "fBodyAccJerk-std-Z" -0.9862
9 "SITTING" "fBodyAccJerk-std-Z" -0.9649
10 "SITTING" "fBodyAccJerk-std-Z" -0.9891
11 "SITTING" "fBodyAccJerk-std-Z" -0.9843
12 "SITTING" "fBodyAccJerk-std-Z" -0.9814
13 "SITTING" "fBodyAccJerk-std-Z" -0.9886
14 "SITTING" "fBodyAccJerk-std-Z" -0.9782
15 "SITTING" "fBodyAccJerk-std-Z" -0.9877
16 "SITTING" "fBodyAccJerk-std-Z" -0.9844
17 "SITTING" "fBodyAccJerk-std-Z" -0.9908
18 "SITTING" "fBodyAccJerk-std-Z" -0.9901
19 "SITTING" "fBodyAccJerk-std-Z" -0.9882
20 "SITTING" "fBodyAccJerk-std-Z" -0.9785
21 "SITTING" "fBodyAccJerk-std-Z" -0.9868
22 "SITTING" "fBodyAccJerk-std-Z" -0.9813
23 "SITTING" "fBodyAccJerk-std-Z" -0.9779
24 "SITTING" "fBodyAccJerk-std-Z" -0.986
25 "SITTING" "fBodyAccJerk-std-Z" -0.9892
26 "SITTING" "fBodyAccJerk-std-Z" -0.9907
27 "SITTING" "fBodyAccJerk-std-Z" -0.9893
28 "SITTING" "fBodyAccJerk-std-Z" -0.9783
29 "SITTING" "fBodyAccJerk-std-Z" -0.9904
30 "SITTING" "fBodyAccJerk-std-Z" -0.989
1 "STANDING" "fBodyAccJerk-std-Z" -0.9923
2 "STANDING" "fBodyAccJerk-std-Z" -0.9846
3 "STANDING" "fBodyAccJerk-std-Z" -0.9756
4 "STANDING" "fBodyAccJerk-std-Z" -0.9762
5 "STANDING" "fBodyAccJerk-std-Z" -0.9681
6 "STANDING" "fBodyAccJerk-std-Z" -0.9699
7 "STANDING" "fBodyAccJerk-std-Z" -0.9745
8 "STANDING" "fBodyAccJerk-std-Z" -0.9845
9 "STANDING" "fBodyAccJerk-std-Z" -0.9726
10 "STANDING" "fBodyAccJerk-std-Z" -0.9794
